Reporting Period,County,Age,Number of Eligible Individuals
2015-11,Glenn,11,279
2015-11,Glenn,12,262
2015-11,Glenn,13,249
2015-11,Glenn,14,265
2015-11,Glenn,15,276
2015-11,Glenn,16,259
2015-11,Glenn,17,291
2015-11,Glenn,18,240
2015-11,Glenn,19,190
2015-11,Glenn,20,169
2015-11,Humboldt,0,1131
2015-11,Humboldt,1,1096
2015-11,Humboldt,2,1072
2015-11,Humboldt,3,1016
2015-11,Humboldt,4,1073
2015-11,Humboldt,5,996
2015-11,Humboldt,6,991
2015-11,Humboldt,7,1065
2015-11,Humboldt,8,991
2015-11,Humboldt,9,974
2015-11,Humboldt,10,999
2015-11,Humboldt,11,897
2015-11,Humboldt,12,846
2015-11,Humboldt,13,803
2015-11,Humboldt,14,834
2015-11,Humboldt,15,773
2015-11,Humboldt,16,783
2015-11,Humboldt,17,765
2015-11,Humboldt,18,751
2015-11,Humboldt,19,745
2015-11,Humboldt,20,761
2015-11,Imperial,0,2402
2015-11,Imperial,1,2113
2015-11,Imperial,2,1978
2015-11,Imperial,3,2025
2015-11,Imperial,4,2033
2015-11,Imperial,5,2033
2015-11,Imperial,6,2114
2015-11,Imperial,7,2124
2015-11,Imperial,8,2068
2015-11,Imperial,9,1954
2015-11,Imperial,10,2062
2015-11,Imperial,11,1879
2015-11,Imperial,12,1904
2015-11,Imperial,13,1918
2015-11,Imperial,14,1813
2015-11,Imperial,15,1868
2015-11,Imperial,16,1846
2015-11,Imperial,17,1751
2015-11,Imperial,18,1814
2015-11,Imperial,19,1452
2015-11,Imperial,20,1394
2015-11,Inyo,0,126
2015-11,Inyo,1,141
2015-11,Inyo,2,134
2015-11,Inyo,3,118
2015-11,Inyo,4,114
2015-11,Inyo,5,100
2015-11,Inyo,6,130
2015-11,Inyo,7,119
2015-11,Inyo,8,119
2015-11,Inyo,9,136
2015-11,Inyo,10,124
2015-11,Inyo,11,116
2015-11,Inyo,12,101
2015-11,Inyo,13,96
2015-11,Inyo,14,94
2015-11,Inyo,15,86
2015-11,Inyo,16,127
2015-11,Inyo,17,97
2015-11,Inyo,18,88
2015-11,Inyo,19,78
2015-11,Inyo,20,77
2015-11,Kern,0,10912
2015-11,Kern,1,10367
2015-11,Kern,2,10169
2015-11,Kern,3,10297
2015-11,Kern,4,10071
2015-11,Kern,5,10145
2015-11,Kern,6,10334
2015-11,Kern,7,10692
2015-11,Kern,8,10298
2015-11,Kern,9,10088
2015-11,Kern,10,9471
2015-11,Kern,11,9163
2015-11,Kern,12,9046
2015-11,Kern,13,8750
2015-11,Kern,14,8517
2015-11,Kern,15,8389
2015-11,Kern,16,8195
2015-11,Kern,17,7918
2015-11,Kern,18,7650
2015-11,Kern,19,6755
2015-11,Kern,20,6535
2015-11,Kings,0,1580
2015-11,Kings,1,1459
2015-11,Kings,2,1415
2015-11,Kings,3,1470
2015-11,Kings,4,1481
2015-11,Kings,5,1382
2015-11,Kings,6,1555
2015-11,Kings,7,1627
2015-11,Kings,8,1502
2015-11,Kings,9,1454
2015-11,Kings,10,1469
2015-11,Kings,11,1300
2015-11,Kings,12,1263
2015-11,Kings,13,1249
2015-11,Kings,14,1198
2015-11,Kings,15,1185
2015-11,Kings,16,1220
2015-11,Kings,17,1108
2015-11,Kings,18,1085
2015-11,Kings,19,985
2015-11,Kings,20,894
2015-11,Lake,0,623
2015-11,Lake,1,584
2015-11,Lake,2,673
2015-11,Lake,3,603
2015-11,Lake,4,623
2015-11,Lake,5,606
2015-11,Lake,6,553
2015-11,Lake,7,599
2015-11,Lake,8,604
2015-11,Lake,9,588
2015-11,Lake,10,582
2015-11,Lake,11,520
2015-11,Lake,12,527
2015-11,Lake,13,504
2015-11,Lake,14,496
2015-11,Lake,15,512
2015-11,Lake,16,533
2015-11,Lake,17,504
2015-11,Lake,18,481
2015-11,Lake,19,455
2015-11,Lake,20,437
2015-11,Lassen,0,186
2015-11,Lassen,1,197
2015-11,Lassen,2,192
2015-11,Lassen,3,171
2015-11,Lassen,4,181
2015-11,Lassen,5,161
2015-11,Lassen,6,181
2015-11,Lassen,7,150
2015-11,Lassen,8,152
2015-11,Lassen,9,167
2015-11,Lassen,10,154
2015-11,Lassen,11,133
2015-11,Lassen,12,138
2015-11,Lassen,13,135
2015-11,Lassen,14,129
2015-11,Lassen,15,130
2015-11,Lassen,16,134
2015-11,Lassen,17,136
2015-11,Lassen,18,124
2015-11,Lassen,19,124
2015-11,Lassen,20,115
2015-11,Los Angeles,0,78574
2015-11,Los Angeles,1,76893
2015-11,Los Angeles,2,75559
2015-11,Los Angeles,3,76534
2015-11,Los Angeles,4,76442
2015-11,Los Angeles,5,77034
2015-11,Los Angeles,6,78983
2015-11,Los Angeles,7,82114
2015-11,Los Angeles,8,82075
2015-11,Los Angeles,9,78449
2015-11,Los Angeles,10,76001
2015-11,Los Angeles,11,74477
2015-11,Los Angeles,12,73292
2015-11,Los Angeles,13,72332
2015-11,Los Angeles,14,73673
2015-11,Los Angeles,15,74866
2015-11,Los Angeles,16,74089
2015-11,Los Angeles,17,74204
2015-11,Los Angeles,18,72652
2015-11,Los Angeles,19,66321
2015-11,Los Angeles,20,65270
2015-11,Madera,0,1991
2015-11,Madera,1,1865
2015-11,Madera,2,1812
2015-11,Madera,3,1838
2015-11,Madera,4,1833
2015-11,Madera,5,1808
2015-11,Madera,6,1816
2015-11,Madera,7,1885
2015-11,Madera,8,1900
2015-11,Madera,9,1880
2015-11,Madera,10,1703
2015-11,Madera,11,1744
2015-11,Madera,12,1636
2015-11,Madera,13,1586
2015-11,Madera,14,1597
2015-11,Madera,15,1536
2015-11,Madera,16,1469
2015-11,Madera,17,1457
2015-11,Madera,18,1415
2015-11,Madera,19,1130
2015-11,Madera,20,1104
2015-11,Marin,0,890
2015-11,Marin,1,853
2015-11,Marin,2,755
2015-11,Marin,3,798
2015-11,Marin,4,849
2015-11,Marin,5,802
2015-11,Marin,6,866
2015-11,Marin,7,929
2015-11,Marin,8,942
2015-11,Marin,9,868
2015-11,Marin,10,823
2015-11,Marin,11,814
2015-11,Marin,12,792
2015-11,Marin,13,810
2015-11,Marin,14,778
2015-11,Marin,15,756
2015-11,Marin,16,753
2015-11,Marin,17,710
2015-11,Marin,18,717
2015-11,Marin,19,641
2015-11,Marin,20,513
2015-11,Mariposa,0,120
2015-11,Mariposa,1,87
2015-11,Mariposa,2,84
2015-11,Mariposa,3,83
2015-11,Mariposa,4,87
2015-11,Mariposa,5,78
2015-11,Mariposa,6,79
2015-11,Mariposa,7,84
2015-11,Mariposa,8,82
2015-11,Mariposa,9,91
2015-11,Mariposa,10,83
2015-11,Mariposa,11,77
2015-11,Mariposa,12,77
2015-11,Mariposa,13,87
2015-11,Mariposa,14,85
2015-11,Mariposa,15,93
2015-11,Mariposa,16,85
2015-11,Mariposa,17,88
2015-11,Mariposa,18,65
2015-11,Mariposa,19,76
2015-11,Mariposa,20,63
2015-11,Mendocino,0,928
2015-11,Mendocino,1,883
2015-11,Mendocino,2,823
2015-11,Mendocino,3,935
2015-11,Mendocino,4,847
2015-11,Mendocino,5,846
2015-11,Mendocino,6,869
2015-11,Mendocino,7,872
2015-11,Mendocino,8,850
2015-11,Mendocino,9,818
2015-11,Mendocino,10,801
2015-11,Mendocino,11,757
2015-11,Mendocino,12,744
2015-11,Mendocino,13,746
2015-11,Mendocino,14,743
2015-11,Mendocino,15,758
2015-11,Mendocino,16,671
2015-11,Mendocino,17,676
2015-11,Mendocino,18,685
2015-11,Mendocino,19,665
2015-11,Mendocino,20,614
2015-11,Merced,0,3498
2015-11,Merced,1,3391
2015-11,Merced,2,3427
2015-11,Merced,3,3477
2015-11,Merced,4,3430
2015-11,Merced,5,3418
2015-11,Merced,6,3532
2015-11,Merced,7,3454
2015-11,Merced,8,3651
2015-11,Merced,9,3483
2015-11,Merced,10,3306
2015-11,Merced,11,3160
2015-11,Merced,12,3134
2015-11,Merced,13,3189
2015-11,Merced,14,3037
2015-11,Merced,15,3024
2015-11,Merced,16,2939
2015-11,Merced,17,2766
2015-11,Merced,18,2758
2015-11,Merced,19,2598
2015-11,Merced,20,2484
2015-11,Modoc,0,62
2015-11,Modoc,1,66
2015-11,Modoc,2,64
2015-11,Modoc,3,63
2015-11,Modoc,4,67
2015-11,Modoc,5,70
2015-11,Modoc,6,62
2015-11,Modoc,7,77
2015-11,Modoc,8,62
2015-11,Modoc,9,61
2015-11,Modoc,10,64
2015-11,Modoc,11,62
2015-11,Modoc,12,63
2015-11,Modoc,13,45
2015-11,Modoc,14,54
2015-11,Modoc,15,56
2015-11,Modoc,16,38
2015-11,Modoc,17,59
2015-11,Modoc,18,52
2015-11,Modoc,19,49
2015-11,Modoc,20,43
2015-11,Mono,0,110
2015-11,Mono,1,92
2015-11,Mono,2,105
2015-11,Mono,3,92
2015-11,Mono,4,92
2015-11,Mono,5,86
2015-11,Mono,6,77
2015-11,Mono,7,93
2015-11,Mono,8,92
2015-11,Mono,9,88
2015-11,Mono,10,95
2015-11,Mono,11,89
2015-11,Mono,12,76
2015-11,Mono,13,80
2015-11,Mono,14,76
2015-11,Mono,15,67
2015-11,Mono,16,53
2015-11,Mono,17,71
2015-11,Mono,18,60
2015-11,Mono,19,58
2015-11,Mono,20,57
2015-11,Monterey,0,5476
2015-11,Monterey,1,4907
2015-11,Monterey,2,4723
2015-11,Monterey,3,4828
2015-11,Monterey,4,4837
2015-11,Monterey,5,4881
2015-11,Monterey,6,4875
2015-11,Monterey,7,5186
2015-11,Monterey,8,5033
2015-11,Monterey,9,4783
2015-11,Monterey,10,4624
2015-11,Monterey,11,4235
2015-11,Monterey,12,4138
2015-11,Monterey,13,3925
2015-11,Monterey,14,3785
2015-11,Monterey,15,3633
2015-11,Monterey,16,3413
2015-11,Monterey,17,3414
2015-11,Monterey,18,3239
2015-11,Monterey,19,2823
2015-11,Monterey,20,2709
2015-11,Napa,0,827
2015-11,Napa,1,718
2015-11,Napa,2,685
2015-11,Napa,3,728
2015-11,Napa,4,749
2015-11,Napa,5,735
2015-11,Napa,6,776
2015-11,Napa,7,798
2015-11,Napa,8,818
2015-11,Napa,9,832
2015-11,Napa,10,751
2015-11,Napa,11,756
2015-11,Napa,12,737
2015-11,Napa,13,699
2015-11,Napa,14,660
2015-11,Napa,15,634
2015-11,Napa,16,662
2015-11,Napa,17,640
2015-11,Napa,18,584
2015-11,Napa,19,513
2015-11,Napa,20,481
2015-11,Nevada,0,529
2015-11,Nevada,1,499
2015-11,Nevada,2,515
2015-11,Nevada,3,482
2015-11,Nevada,4,460
2015-11,Nevada,5,482
2015-11,Nevada,6,486
2015-11,Nevada,7,498
2015-11,Nevada,8,508
2015-11,Nevada,9,474
2015-11,Nevada,10,447
2015-11,Nevada,11,435
2015-11,Nevada,12,451
2015-11,Nevada,13,460
2015-11,Nevada,14,431
2015-11,Nevada,15,447
2015-11,Nevada,16,451
2015-11,Nevada,17,439
2015-11,Nevada,18,429
2015-11,Nevada,19,395
2015-11,Nevada,20,318
2015-11,Orange,0,18810
2015-11,Orange,1,18758
2015-11,Orange,2,18326
2015-11,Orange,3,18686
2015-11,Orange,4,18623
2015-11,Orange,5,18985
2015-11,Orange,6,20052
2015-11,Orange,7,21046
2015-11,Orange,8,21284
2015-11,Orange,9,20403
2015-11,Orange,10,19936
2015-11,Orange,11,19115
2015-11,Orange,12,19296
2015-11,Orange,13,18510
2015-11,Orange,14,18905
2015-11,Orange,15,19122
2015-11,Orange,16,18691
2015-11,Orange,17,18359
2015-11,Orange,18,18155
2015-11,Orange,19,15142
2015-11,Orange,20,14568
2015-11,Placer,0,1439
2015-11,Placer,1,1363
2015-11,Placer,2,1430
2015-11,Placer,3,1307
2015-11,Placer,4,1350
2015-11,Placer,5,1365
2015-11,Placer,6,1359
2015-11,Placer,7,1478
2015-11,Placer,8,1502
2015-11,Placer,9,1483
2015-11,Placer,10,1326
2015-11,Placer,11,1338
2015-11,Placer,12,1316
2015-11,Placer,13,1285
2015-11,Placer,14,1283
2015-11,Placer,15,1242
2015-11,Placer,16,1257
2015-11,Placer,17,1210
2015-11,Placer,18,1196
2015-11,Placer,19,954
2015-11,Placer,20,926
2015-11,Plumas,0,114
2015-11,Plumas,1,120
2015-11,Plumas,2,120
2015-11,Plumas,3,113
2015-11,Plumas,4,103
2015-11,Plumas,5,113
2015-11,Plumas,6,114
2015-11,Plumas,7,103
2015-11,Plumas,8,122
2015-11,Plumas,9,103
2015-11,Plumas,10,110
2015-11,Plumas,11,95
2015-11,Plumas,12,96
2015-11,Plumas,13,95
2015-11,Plumas,14,98
2015-11,Plumas,15,95
2015-11,Plumas,16,81
2015-11,Plumas,17,89
2015-11,Plumas,18,70
2015-11,Plumas,19,85
2015-11,Plumas,20,90
2015-11,Riverside,0,21386
2015-11,Riverside,1,19850
2015-11,Riverside,2,19969
2015-11,Riverside,3,19556
2015-11,Riverside,4,19962
2015-11,Riverside,5,19586
2015-11,Riverside,6,19934
2015-11,Riverside,7,21076
2015-11,Riverside,8,21413
2015-11,Riverside,9,20879
2015-11,Riverside,10,19821
2015-11,Riverside,11,19213
2015-11,Riverside,12,19120
2015-11,Riverside,13,18728
2015-11,Riverside,14,18907
2015-11,Riverside,15,18561
2015-11,Riverside,16,18268
2015-11,Riverside,17,17761
2015-11,Riverside,18,17163
2015-11,Riverside,19,15296
2015-11,Riverside,20,13798
2015-11,Sacramento,0,12493
2015-11,Sacramento,1,12665
2015-11,Sacramento,2,12489
2015-11,Sacramento,3,12334
2015-11,Sacramento,4,12379
2015-11,Sacramento,5,11890
2015-11,Sacramento,6,12198
2015-11,Sacramento,7,12302
2015-11,Sacramento,8,12503
2015-11,Sacramento,9,11976
2015-11,Sacramento,10,11368
2015-11,Sacramento,11,10913
2015-11,Sacramento,12,10680
2015-11,Sacramento,13,10384
2015-11,Sacramento,14,10340
2015-11,Sacramento,15,10257
2015-11,Sacramento,16,9848
2015-11,Sacramento,17,9828
2015-11,Sacramento,18,9534
2015-11,Sacramento,19,8683
2015-11,Sacramento,20,8897
2015-11,San Benito,0,498
2015-11,San Benito,1,430
2015-11,San Benito,2,443
2015-11,San Benito,3,445
2015-11,San Benito,4,470
2015-11,San Benito,5,434
2015-11,San Benito,6,430
2015-11,San Benito,7,462
2015-11,San Benito,8,554
2015-11,San Benito,9,482
2015-11,San Benito,10,476
2015-11,San Benito,11,396
2015-11,San Benito,12,422
2015-11,San Benito,13,435
2015-11,San Benito,14,469
2015-11,San Benito,15,381
2015-11,San Benito,16,405
2015-11,San Benito,17,393
2015-11,San Benito,18,377
2015-11,San Benito,19,315
2015-11,San Benito,20,304
2015-11,San Bernardino,0,22230
2015-11,San Bernardino,1,20866
2015-11,San Bernardino,2,20053
2015-11,San Bernardino,3,20141
2015-11,San Bernardino,4,20196
2015-11,San Bernardino,5,20506
2015-11,San Bernardino,6,21114
2015-11,San Bernardino,7,21753
2015-11,San Bernardino,8,21942
2015-11,San Bernardino,9,21044
2015-11,San Bernardino,10,20311
2015-11,San Bernardino,11,19475
2015-11,San Bernardino,12,19100
2015-11,San Bernardino,13,19018
2015-11,San Bernardino,14,18732
2015-11,San Bernardino,15,18502
2015-11,San Bernardino,16,18515
2015-11,San Bernardino,17,18377
2015-11,San Bernardino,18,17587
2015-11,San Bernardino,19,15830
2015-11,San Bernardino,20,14759
2015-11,San Diego,0,21181
2015-11,San Diego,1,20069
2015-11,San Diego,2,19754
2015-11,San Diego,3,19833
2015-11,San Diego,4,19497
2015-11,San Diego,5,19463
2015-11,San Diego,6,19811
2015-11,San Diego,7,20359
2015-11,San Diego,8,20394
2015-11,San Diego,9,19742
2015-11,San Diego,10,19041
2015-11,San Diego,11,18520
2015-11,San Diego,12,17840
2015-11,San Diego,13,17624
2015-11,San Diego,14,17696
2015-11,San Diego,15,17690
2015-11,San Diego,16,17434
2015-11,San Diego,17,17361
2015-11,San Diego,18,16686
2015-11,San Diego,19,14047
2015-11,San Diego,20,13587
2015-11,San Francisco,0,3211
2015-11,San Francisco,1,3144
2015-11,San Francisco,2,3000
2015-11,San Francisco,3,2996
2015-11,San Francisco,4,2875
2015-11,San Francisco,5,2796
2015-11,San Francisco,6,2929
2015-11,San Francisco,7,3057
2015-11,San Francisco,8,2981
2015-11,San Francisco,9,2772
2015-11,San Francisco,10,2778
2015-11,San Francisco,11,2695
2015-11,San Francisco,12,2635
2015-11,San Francisco,13,2590
2015-11,San Francisco,14,2685
2015-11,San Francisco,15,2636
2015-11,San Francisco,16,2670
2015-11,San Francisco,17,2778
2015-11,San Francisco,18,2901
2015-11,San Francisco,19,2532
2015-11,San Francisco,20,2541
2015-11,San Joaquin,0,7396
2015-11,San Joaquin,1,6969
2015-11,San Joaquin,2,6845
2015-11,San Joaquin,3,7107
2015-11,San Joaquin,4,6888
2015-11,San Joaquin,5,7189
2015-11,San Joaquin,6,7270
2015-11,San Joaquin,7,7299
2015-11,San Joaquin,8,7395
2015-11,San Joaquin,9,7360
2015-11,San Joaquin,10,6986
2015-11,San Joaquin,11,6564
2015-11,San Joaquin,12,6352
2015-11,San Joaquin,13,6269
2015-11,San Joaquin,14,6213
2015-11,San Joaquin,15,6094
2015-11,San Joaquin,16,5689
2015-11,San Joaquin,17,5809
2015-11,San Joaquin,18,5557
2015-11,San Joaquin,19,4848
2015-11,San Joaquin,20,4799
2015-11,San Luis Obispo,0,1409
2015-11,San Luis Obispo,1,1336
2015-11,San Luis Obispo,2,1334
2015-11,San Luis Obispo,3,1383
2015-11,San Luis Obispo,4,1355
2015-11,San Luis Obispo,5,1371
2015-11,San Luis Obispo,6,1386
2015-11,San Luis Obispo,7,1430
2015-11,San Luis Obispo,8,1494
2015-11,San Luis Obispo,9,1387
2015-11,San Luis Obispo,10,1341
2015-11,San Luis Obispo,11,1368
2015-11,San Luis Obispo,12,1264
2015-11,San Luis Obispo,13,1165
2015-11,San Luis Obispo,14,1200
2015-11,San Luis Obispo,15,1155
2015-11,San Luis Obispo,16,1150
2015-11,San Luis Obispo,17,1163
2015-11,San Luis Obispo,18,1130
2015-11,San Luis Obispo,19,929
2015-11,San Luis Obispo,20,964
2015-11,San Mateo,0,3086
2015-11,San Mateo,1,2963
2015-11,San Mateo,2,2976
2015-11,San Mateo,3,3004
2015-11,San Mateo,4,3037
2015-11,San Mateo,5,3020
2015-11,San Mateo,6,3025
2015-11,San Mateo,7,3253
2015-11,San Mateo,8,3168
2015-11,San Mateo,9,3069
2015-11,San Mateo,10,2891
2015-11,San Mateo,11,2768
2015-11,San Mateo,12,2907
2015-11,San Mateo,13,2797
2015-11,San Mateo,14,2738
2015-11,San Mateo,15,2800
2015-11,San Mateo,16,2710
2015-11,San Mateo,17,2734
2015-11,San Mateo,18,2637
2015-11,San Mateo,19,2302
2015-11,San Mateo,20,2156
2015-11,Santa Barbara,0,4322
2015-11,Santa Barbara,1,3935
2015-11,Santa Barbara,2,3776
2015-11,Santa Barbara,3,3697
2015-11,Santa Barbara,4,3794
2015-11,Santa Barbara,5,3722
2015-11,Santa Barbara,6,3816
2015-11,Santa Barbara,7,3982
2015-11,Santa Barbara,8,3932
2015-11,Santa Barbara,9,3704
2015-11,Santa Barbara,10,3588
2015-11,Santa Barbara,11,3339
2015-11,Santa Barbara,12,3153
2015-11,Santa Barbara,13,2965
2015-11,Santa Barbara,14,2953
2015-11,Santa Barbara,15,2884
2015-11,Santa Barbara,16,2777
2015-11,Santa Barbara,17,2844
2015-11,Santa Barbara,18,2613
2015-11,Santa Barbara,19,2137
2015-11,Santa Barbara,20,2233
2015-11,Santa Clara,0,8528
2015-11,Santa Clara,1,8377
2015-11,Santa Clara,2,8160
2015-11,Santa Clara,3,8431
2015-11,Santa Clara,4,8276
2015-11,Santa Clara,5,8329
2015-11,Santa Clara,6,8700
2015-11,Santa Clara,7,9136
2015-11,Santa Clara,8,9193
2015-11,Santa Clara,9,9034
2015-11,Santa Clara,10,8560
2015-11,Santa Clara,11,8234
2015-11,Santa Clara,12,8430
2015-11,Santa Clara,13,8368
2015-11,Santa Clara,14,8273
2015-11,Santa Clara,15,8288
2015-11,Santa Clara,16,7709
2015-11,Santa Clara,17,7723
2015-11,Santa Clara,18,7633
2015-11,Santa Clara,19,6572
2015-11,Santa Clara,20,6418
2015-11,Santa Cruz,0,1863
2015-11,Santa Cruz,1,1787
2015-11,Santa Cruz,2,1709
2015-11,Santa Cruz,3,1714
2015-11,Santa Cruz,4,1768
2015-11,Santa Cruz,5,1674
2015-11,Santa Cruz,6,1749
2015-11,Santa Cruz,7,1887
2015-11,Santa Cruz,8,1915
2015-11,Santa Cruz,9,1851
2015-11,Santa Cruz,10,1677
2015-11,Santa Cruz,11,1665
2015-11,Santa Cruz,12,1634
2015-11,Santa Cruz,13,1542
2015-11,Santa Cruz,14,1505
2015-11,Santa Cruz,15,1400
2015-11,Santa Cruz,16,1440
2015-11,Santa Cruz,17,1427
2015-11,Santa Cruz,18,1481
2015-11,Santa Cruz,19,1090
2015-11,Santa Cruz,20,1146
2015-11,Shasta,0,1537
2015-11,Shasta,1,1441
2015-11,Shasta,2,1397
2015-11,Shasta,3,1349
2015-11,Shasta,4,1297
2015-11,Shasta,5,1347
2015-11,Shasta,6,1296
2015-11,Shasta,7,1382
2015-11,Shasta,8,1348
2015-11,Shasta,9,1260
2015-11,Shasta,10,1197
2015-11,Shasta,11,1129
2015-11,Shasta,12,1144
2015-11,Shasta,13,1138
2015-11,Shasta,14,1171
2015-11,Shasta,15,1030
2015-11,Shasta,16,1122
2015-11,Shasta,17,1131
2015-11,Shasta,18,1041
2015-11,Shasta,19,994
2015-11,Shasta,20,910
2015-11,Sierra,0,19
2015-11,Sierra,1,11
2015-11,Sierra,2,16
2015-11,Sierra,3,15
2015-11,Sierra,4,14
2015-11,Sierra,5,
2015-11,Sierra,6,13
2015-11,Sierra,7,12
2015-11,Sierra,8,13
2015-11,Sierra,9,
2015-11,Sierra,10,14
2015-11,Sierra,11,
2015-11,Sierra,12,18
2015-11,Sierra,13,18
2015-11,Sierra,14,
2015-11,Sierra,15,
2015-11,Sierra,16,
2015-11,Sierra,17,11
2015-11,Sierra,18,14
2015-11,Sierra,19,14
2015-11,Sierra,20,
2015-11,Siskiyou,0,355
2015-11,Siskiyou,1,360
2015-11,Siskiyou,2,376
2015-11,Siskiyou,3,361
2015-11,Siskiyou,4,369
2015-11,Siskiyou,5,338
2015-11,Siskiyou,6,358
2015-11,Siskiyou,7,368
2015-11,Siskiyou,8,361
2015-11,Siskiyou,9,333
2015-11,Siskiyou,10,337
2015-11,Siskiyou,11,304
2015-11,Siskiyou,12,322
2015-11,Siskiyou,13,282
2015-11,Siskiyou,14,300
2015-11,Siskiyou,15,263
2015-11,Siskiyou,16,302
2015-11,Siskiyou,17,295
2015-11,Siskiyou,18,263
2015-11,Siskiyou,19,257
2015-11,Siskiyou,20,238
2015-11,Solano,0,2693
2015-11,Solano,1,2673
2015-11,Solano,2,2702
2015-11,Solano,3,2539
2015-11,Solano,4,2698
2015-11,Solano,5,2710
2015-11,Solano,6,2765
2015-11,Solano,7,2867
2015-11,Solano,8,2793
2015-11,Solano,9,2630
2015-11,Solano,10,2538
2015-11,Solano,11,2428
2015-11,Solano,12,2455
2015-11,Solano,13,2305
2015-11,Solano,14,2254
2015-11,Solano,15,2303
2015-11,Solano,16,2244
2015-11,Solano,17,2168
2015-11,Solano,18,2187
2015-11,Solano,19,1890
2015-11,Solano,20,1816
2015-11,Sonoma,0,2916
2015-11,Sonoma,1,2752
2015-11,Sonoma,2,2705
2015-11,Sonoma,3,2689
2015-11,Sonoma,4,2838
2015-11,Sonoma,5,2962
2015-11,Sonoma,6,3075
2015-11,Sonoma,7,2995
2015-11,Sonoma,8,3048
2015-11,Sonoma,9,3001
2015-11,Sonoma,10,2830
2015-11,Sonoma,11,2765
2015-11,Sonoma,12,2690
2015-11,Sonoma,13,2634
2015-11,Sonoma,14,2545
2015-11,Sonoma,15,2434
2015-11,Sonoma,16,2446
2015-11,Sonoma,17,2438
2015-11,Sonoma,18,2241
2015-11,Sonoma,19,1871
2015-11,Sonoma,20,1788
2015-11,Stanislaus,0,5895
2015-11,Stanislaus,1,5301
2015-11,Stanislaus,2,5273
2015-11,Stanislaus,3,5194
2015-11,Stanislaus,4,5346
2015-11,Stanislaus,5,5330
2015-11,Stanislaus,6,5387
2015-11,Stanislaus,7,5721
2015-11,Stanislaus,8,5651
2015-11,Stanislaus,9,5537
2015-11,Stanislaus,10,5160
2015-11,Stanislaus,11,4929
2015-11,Stanislaus,12,4991
2015-11,Stanislaus,13,4908
2015-11,Stanislaus,14,4735
2015-11,Stanislaus,15,4643
2015-11,Stanislaus,16,4552
2015-11,Stanislaus,17,4554
2015-11,Stanislaus,18,4335
2015-11,Stanislaus,19,4209
2015-11,Stanislaus,20,3848
2015-11,Sutter,0,1004
2015-11,Sutter,1,903
2015-11,Sutter,2,927
2015-11,Sutter,3,909
2015-11,Sutter,4,965
2015-11,Sutter,5,983
2015-11,Sutter,6,999
2015-11,Sutter,7,967
2015-11,Sutter,8,1000
2015-11,Sutter,9,942
2015-11,Sutter,10,910
2015-11,Sutter,11,918
2015-11,Sutter,12,901
2015-11,Sutter,13,868
2015-11,Sutter,14,860
2015-11,Sutter,15,813
2015-11,Sutter,16,745
2015-11,Sutter,17,786
2015-11,Sutter,18,778
2015-11,Sutter,19,650
2015-11,Sutter,20,584
2015-11,Tehama,0,698
2015-11,Tehama,1,623
2015-11,Tehama,2,621
2015-11,Tehama,3,667
2015-11,Tehama,4,671
2015-11,Tehama,5,642
2015-11,Tehama,6,660
2015-11,Tehama,7,700
2015-11,Tehama,8,641
2015-11,Tehama,9,650
2015-11,Tehama,10,635
2015-11,Tehama,11,574
2015-11,Tehama,12,542
2015-11,Tehama,13,560
2015-11,Tehama,14,476
2015-11,Tehama,15,505
2015-11,Tehama,16,494
2015-11,Tehama,17,468
2015-11,Tehama,18,444
2015-11,Tehama,19,431
2015-11,Tehama,20,400
2015-11,Trinity,0,83
2015-11,Trinity,1,96
2015-11,Trinity,2,109
2015-11,Trinity,3,82
2015-11,Trinity,4,79
2015-11,Trinity,5,91
2015-11,Trinity,6,69
2015-11,Trinity,7,90
2015-11,Trinity,8,90
2015-11,Trinity,9,82
2015-11,Trinity,10,81
2015-11,Trinity,11,75
2015-11,Trinity,12,97
2015-11,Trinity,13,82
2015-11,Trinity,14,90
2015-11,Trinity,15,59
2015-11,Trinity,16,72
2015-11,Trinity,17,81
2015-11,Trinity,18,78
2015-11,Trinity,19,82
2015-11,Trinity,20,63
2015-11,Tulare,0,6691
2015-11,Tulare,1,6233
2015-11,Tulare,2,6349
2015-11,Tulare,3,6535
2015-11,Tulare,4,6478
2015-11,Tulare,5,6534
2015-11,Tulare,6,6680
2015-11,Tulare,7,6700
2015-11,Tulare,8,6887
2015-11,Tulare,9,6533
2015-11,Tulare,10,6362
2015-11,Tulare,11,6196
2015-11,Tulare,12,6026
2015-11,Tulare,13,5805
2015-11,Tulare,14,5735
2015-11,Tulare,15,5641
2015-11,Tulare,16,5368
2015-11,Tulare,17,5373
2015-11,Tulare,18,5170
2015-11,Tulare,19,4325
2015-11,Tulare,20,4185
2015-11,Tuolumne,0,256
2015-11,Tuolumne,1,318
2015-11,Tuolumne,2,282
2015-11,Tuolumne,3,297
2015-11,Tuolumne,4,267
2015-11,Tuolumne,5,275
2015-11,Tuolumne,6,267
2015-11,Tuolumne,7,266
2015-11,Tuolumne,8,277
2015-11,Tuolumne,9,270
2015-11,Tuolumne,10,251
2015-11,Tuolumne,11,232
2015-11,Tuolumne,12,256
2015-11,Tuolumne,13,220
2015-11,Tuolumne,14,263
2015-11,Tuolumne,15,255
2015-11,Tuolumne,16,244
2015-11,Tuolumne,17,244
