Reporting Period,County,Age,Number of Eligible Individuals
2015-07,Amador,14,137
2015-07,Amador,15,155
2015-07,Amador,16,116
2015-07,Amador,17,149
2015-07,Amador,18,138
2015-07,Amador,19,123
2015-07,Amador,20,90
2015-07,Butte,0,1829
2015-07,Butte,1,1680
2015-07,Butte,2,1505
2015-07,Butte,3,1521
2015-07,Butte,4,1552
2015-07,Butte,5,1615
2015-07,Butte,6,1549
2015-07,Butte,7,1656
2015-07,Butte,8,1574
2015-07,Butte,9,1527
2015-07,Butte,10,1403
2015-07,Butte,11,1424
2015-07,Butte,12,1387
2015-07,Butte,13,1366
2015-07,Butte,14,1356
2015-07,Butte,15,1275
2015-07,Butte,16,1348
2015-07,Butte,17,1384
2015-07,Butte,18,1316
2015-07,Butte,19,1340
2015-07,Butte,20,1382
2015-07,Calaveras,0,241
2015-07,Calaveras,1,231
2015-07,Calaveras,2,212
2015-07,Calaveras,3,204
2015-07,Calaveras,4,211
2015-07,Calaveras,5,226
2015-07,Calaveras,6,234
2015-07,Calaveras,7,232
2015-07,Calaveras,8,221
2015-07,Calaveras,9,218
2015-07,Calaveras,10,221
2015-07,Calaveras,11,193
2015-07,Calaveras,12,223
2015-07,Calaveras,13,183
2015-07,Calaveras,14,194
2015-07,Calaveras,15,231
2015-07,Calaveras,16,213
2015-07,Calaveras,17,209
2015-07,Calaveras,18,189
2015-07,Calaveras,19,189
2015-07,Calaveras,20,159
2015-07,Colusa,0,240
2015-07,Colusa,1,244
2015-07,Colusa,2,242
2015-07,Colusa,3,238
2015-07,Colusa,4,244
2015-07,Colusa,5,237
2015-07,Colusa,6,283
2015-07,Colusa,7,294
2015-07,Colusa,8,283
2015-07,Colusa,9,276
2015-07,Colusa,10,247
2015-07,Colusa,11,245
2015-07,Colusa,12,247
2015-07,Colusa,13,218
2015-07,Colusa,14,223
2015-07,Colusa,15,219
2015-07,Colusa,16,220
2015-07,Colusa,17,231
2015-07,Colusa,18,188
2015-07,Colusa,19,169
2015-07,Colusa,20,152
2015-07,Contra Costa,0,5868
2015-07,Contra Costa,1,5494
2015-07,Contra Costa,2,5545
2015-07,Contra Costa,3,5421
2015-07,Contra Costa,4,5604
2015-07,Contra Costa,5,5595
2015-07,Contra Costa,6,5658
2015-07,Contra Costa,7,5900
2015-07,Contra Costa,8,5988
2015-07,Contra Costa,9,5505
2015-07,Contra Costa,10,5503
2015-07,Contra Costa,11,5349
2015-07,Contra Costa,12,5241
2015-07,Contra Costa,13,5282
2015-07,Contra Costa,14,5273
2015-07,Contra Costa,15,5036
2015-07,Contra Costa,16,5048
2015-07,Contra Costa,17,5070
2015-07,Contra Costa,18,4746
2015-07,Contra Costa,19,4255
2015-07,Contra Costa,20,3920
2015-07,Del Norte,0,273
2015-07,Del Norte,1,261
2015-07,Del Norte,2,244
2015-07,Del Norte,3,237
2015-07,Del Norte,4,233
2015-07,Del Norte,5,254
2015-07,Del Norte,6,215
2015-07,Del Norte,7,226
2015-07,Del Norte,8,274
2015-07,Del Norte,9,233
2015-07,Del Norte,10,188
2015-07,Del Norte,11,198
2015-07,Del Norte,12,196
2015-07,Del Norte,13,193
2015-07,Del Norte,14,194
2015-07,Del Norte,15,194
2015-07,Del Norte,16,190
2015-07,Del Norte,17,204
2015-07,Del Norte,18,204
2015-07,Del Norte,19,174
2015-07,Del Norte,20,164
2015-07,El Dorado,0,805
2015-07,El Dorado,1,765
2015-07,El Dorado,2,698
2015-07,El Dorado,3,720
2015-07,El Dorado,4,752
2015-07,El Dorado,5,751
2015-07,El Dorado,6,773
2015-07,El Dorado,7,796
2015-07,El Dorado,8,799
2015-07,El Dorado,9,795
2015-07,El Dorado,10,746
2015-07,El Dorado,11,703
2015-07,El Dorado,12,728
2015-07,El Dorado,13,703
2015-07,El Dorado,14,633
2015-07,El Dorado,15,662
2015-07,El Dorado,16,646
2015-07,El Dorado,17,624
2015-07,El Dorado,18,623
2015-07,El Dorado,19,518
2015-07,El Dorado,20,474
2015-07,Fresno,0,12840
2015-07,Fresno,1,12255
2015-07,Fresno,2,11905
2015-07,Fresno,3,11693
2015-07,Fresno,4,11971
2015-07,Fresno,5,11947
2015-07,Fresno,6,11685
2015-07,Fresno,7,12431
2015-07,Fresno,8,11894
2015-07,Fresno,9,11257
2015-07,Fresno,10,11087
2015-07,Fresno,11,10442
2015-07,Fresno,12,10296
2015-07,Fresno,13,9830
2015-07,Fresno,14,9809
2015-07,Fresno,15,9716
2015-07,Fresno,16,9405
2015-07,Fresno,17,9356
2015-07,Fresno,18,9318
2015-07,Fresno,19,7828
2015-07,Fresno,20,7869
2015-07,Glenn,0,327
2015-07,Glenn,1,290
2015-07,Glenn,2,282
2015-07,Glenn,3,270
2015-07,Glenn,4,272
2015-07,Glenn,5,303
2015-07,Glenn,6,343
2015-07,Glenn,7,311
2015-07,Glenn,8,328
2015-07,Glenn,9,295
2015-07,Glenn,10,308
2015-07,Glenn,11,277
2015-07,Glenn,12,260
2015-07,Glenn,13,259
2015-07,Glenn,14,268
2015-07,Glenn,15,243
2015-07,Glenn,16,293
2015-07,Glenn,17,278
2015-07,Glenn,18,242
2015-07,Glenn,19,181
2015-07,Glenn,20,168
2015-07,Humboldt,0,1158
2015-07,Humboldt,1,1058
2015-07,Humboldt,2,1054
2015-07,Humboldt,3,965
2015-07,Humboldt,4,1037
2015-07,Humboldt,5,972
2015-07,Humboldt,6,947
2015-07,Humboldt,7,1040
2015-07,Humboldt,8,978
2015-07,Humboldt,9,943
2015-07,Humboldt,10,962
2015-07,Humboldt,11,832
2015-07,Humboldt,12,814
2015-07,Humboldt,13,808
2015-07,Humboldt,14,805
2015-07,Humboldt,15,759
2015-07,Humboldt,16,762
2015-07,Humboldt,17,771
2015-07,Humboldt,18,720
2015-07,Humboldt,19,704
2015-07,Humboldt,20,680
2015-07,Imperial,0,2429
2015-07,Imperial,1,2096
2015-07,Imperial,2,1954
2015-07,Imperial,3,1961
2015-07,Imperial,4,2055
2015-07,Imperial,5,1994
2015-07,Imperial,6,2109
2015-07,Imperial,7,2128
2015-07,Imperial,8,2023
2015-07,Imperial,9,1936
2015-07,Imperial,10,1972
2015-07,Imperial,11,1931
2015-07,Imperial,12,1865
2015-07,Imperial,13,1837
2015-07,Imperial,14,1802
2015-07,Imperial,15,1851
2015-07,Imperial,16,1818
2015-07,Imperial,17,1734
2015-07,Imperial,18,1784
2015-07,Imperial,19,1472
2015-07,Imperial,20,1364
2015-07,Inyo,0,127
2015-07,Inyo,1,142
2015-07,Inyo,2,104
2015-07,Inyo,3,133
2015-07,Inyo,4,100
2015-07,Inyo,5,116
2015-07,Inyo,6,134
2015-07,Inyo,7,124
2015-07,Inyo,8,119
2015-07,Inyo,9,114
2015-07,Inyo,10,120
2015-07,Inyo,11,110
2015-07,Inyo,12,102
2015-07,Inyo,13,98
2015-07,Inyo,14,96
2015-07,Inyo,15,104
2015-07,Inyo,16,105
2015-07,Inyo,17,97
2015-07,Inyo,18,102
2015-07,Inyo,19,82
2015-07,Inyo,20,69
2015-07,Kern,0,11208
2015-07,Kern,1,10066
2015-07,Kern,2,10327
2015-07,Kern,3,9860
2015-07,Kern,4,10014
2015-07,Kern,5,10169
2015-07,Kern,6,10264
2015-07,Kern,7,10397
2015-07,Kern,8,10077
2015-07,Kern,9,9883
2015-07,Kern,10,9241
2015-07,Kern,11,9011
2015-07,Kern,12,8825
2015-07,Kern,13,8539
2015-07,Kern,14,8309
2015-07,Kern,15,8208
2015-07,Kern,16,7992
2015-07,Kern,17,7870
2015-07,Kern,18,7582
2015-07,Kern,19,6467
2015-07,Kern,20,6336
2015-07,Kings,0,1659
2015-07,Kings,1,1405
2015-07,Kings,2,1472
2015-07,Kings,3,1478
2015-07,Kings,4,1476
2015-07,Kings,5,1465
2015-07,Kings,6,1537
2015-07,Kings,7,1644
2015-07,Kings,8,1501
2015-07,Kings,9,1457
2015-07,Kings,10,1424
2015-07,Kings,11,1321
2015-07,Kings,12,1241
2015-07,Kings,13,1241
2015-07,Kings,14,1268
2015-07,Kings,15,1188
2015-07,Kings,16,1181
2015-07,Kings,17,1135
2015-07,Kings,18,1096
2015-07,Kings,19,965
2015-07,Kings,20,882
2015-07,Lake,0,629
2015-07,Lake,1,628
2015-07,Lake,2,587
2015-07,Lake,3,613
2015-07,Lake,4,604
2015-07,Lake,5,597
2015-07,Lake,6,582
2015-07,Lake,7,580
2015-07,Lake,8,657
2015-07,Lake,9,565
2015-07,Lake,10,538
2015-07,Lake,11,512
2015-07,Lake,12,506
2015-07,Lake,13,514
2015-07,Lake,14,496
2015-07,Lake,15,522
2015-07,Lake,16,503
2015-07,Lake,17,486
2015-07,Lake,18,485
2015-07,Lake,19,424
2015-07,Lake,20,416
2015-07,Lassen,0,198
2015-07,Lassen,1,205
2015-07,Lassen,2,161
2015-07,Lassen,3,179
2015-07,Lassen,4,168
2015-07,Lassen,5,154
2015-07,Lassen,6,165
2015-07,Lassen,7,158
2015-07,Lassen,8,146
2015-07,Lassen,9,159
2015-07,Lassen,10,143
2015-07,Lassen,11,144
2015-07,Lassen,12,141
2015-07,Lassen,13,134
2015-07,Lassen,14,127
2015-07,Lassen,15,124
2015-07,Lassen,16,138
2015-07,Lassen,17,134
2015-07,Lassen,18,117
2015-07,Lassen,19,111
2015-07,Lassen,20,98
2015-07,Los Angeles,0,81526
2015-07,Los Angeles,1,76481
2015-07,Los Angeles,2,75073
2015-07,Los Angeles,3,74113
2015-07,Los Angeles,4,76191
2015-07,Los Angeles,5,77133
2015-07,Los Angeles,6,78910
2015-07,Los Angeles,7,81882
2015-07,Los Angeles,8,79777
2015-07,Los Angeles,9,75610
2015-07,Los Angeles,10,74148
2015-07,Los Angeles,11,72963
2015-07,Los Angeles,12,71961
2015-07,Los Angeles,13,71011
2015-07,Los Angeles,14,72320
2015-07,Los Angeles,15,73648
2015-07,Los Angeles,16,71821
2015-07,Los Angeles,17,72875
2015-07,Los Angeles,18,71894
2015-07,Los Angeles,19,64717
2015-07,Los Angeles,20,62077
2015-07,Madera,0,2058
2015-07,Madera,1,1797
2015-07,Madera,2,1816
2015-07,Madera,3,1859
2015-07,Madera,4,1828
2015-07,Madera,5,1817
2015-07,Madera,6,1825
2015-07,Madera,7,1925
2015-07,Madera,8,1913
2015-07,Madera,9,1775
2015-07,Madera,10,1742
2015-07,Madera,11,1694
2015-07,Madera,12,1615
2015-07,Madera,13,1543
2015-07,Madera,14,1576
2015-07,Madera,15,1539
2015-07,Madera,16,1436
2015-07,Madera,17,1452
2015-07,Madera,18,1439
2015-07,Madera,19,1095
2015-07,Madera,20,1124
2015-07,Marin,0,905
2015-07,Marin,1,834
2015-07,Marin,2,784
2015-07,Marin,3,823
2015-07,Marin,4,848
2015-07,Marin,5,808
2015-07,Marin,6,887
2015-07,Marin,7,965
2015-07,Marin,8,919
2015-07,Marin,9,807
2015-07,Marin,10,803
2015-07,Marin,11,850
2015-07,Marin,12,807
2015-07,Marin,13,780
2015-07,Marin,14,798
2015-07,Marin,15,714
2015-07,Marin,16,728
2015-07,Marin,17,696
2015-07,Marin,18,700
2015-07,Marin,19,590
2015-07,Marin,20,512
2015-07,Mariposa,0,99
2015-07,Mariposa,1,88
2015-07,Mariposa,2,94
2015-07,Mariposa,3,74
2015-07,Mariposa,4,91
2015-07,Mariposa,5,86
2015-07,Mariposa,6,74
2015-07,Mariposa,7,88
2015-07,Mariposa,8,86
2015-07,Mariposa,9,83
2015-07,Mariposa,10,92
2015-07,Mariposa,11,60
2015-07,Mariposa,12,95
2015-07,Mariposa,13,70
2015-07,Mariposa,14,86
2015-07,Mariposa,15,90
2015-07,Mariposa,16,82
2015-07,Mariposa,17,77
2015-07,Mariposa,18,70
2015-07,Mariposa,19,83
2015-07,Mariposa,20,67
2015-07,Mendocino,0,890
2015-07,Mendocino,1,909
2015-07,Mendocino,2,859
2015-07,Mendocino,3,898
2015-07,Mendocino,4,811
2015-07,Mendocino,5,885
2015-07,Mendocino,6,863
2015-07,Mendocino,7,896
2015-07,Mendocino,8,805
2015-07,Mendocino,9,844
2015-07,Mendocino,10,787
2015-07,Mendocino,11,715
2015-07,Mendocino,12,747
2015-07,Mendocino,13,742
2015-07,Mendocino,14,729
2015-07,Mendocino,15,732
2015-07,Mendocino,16,695
2015-07,Mendocino,17,675
2015-07,Mendocino,18,672
2015-07,Mendocino,19,649
2015-07,Mendocino,20,580
2015-07,Merced,0,3518
2015-07,Merced,1,3356
2015-07,Merced,2,3442
2015-07,Merced,3,3429
2015-07,Merced,4,3480
2015-07,Merced,5,3368
2015-07,Merced,6,3516
2015-07,Merced,7,3536
2015-07,Merced,8,3650
2015-07,Merced,9,3356
2015-07,Merced,10,3263
2015-07,Merced,11,3125
2015-07,Merced,12,3128
2015-07,Merced,13,3104
2015-07,Merced,14,3057
2015-07,Merced,15,2975
2015-07,Merced,16,2838
2015-07,Merced,17,2781
2015-07,Merced,18,2704
2015-07,Merced,19,2592
2015-07,Merced,20,2405
2015-07,Modoc,0,64
2015-07,Modoc,1,65
2015-07,Modoc,2,75
2015-07,Modoc,3,65
2015-07,Modoc,4,76
2015-07,Modoc,5,63
2015-07,Modoc,6,61
2015-07,Modoc,7,72
2015-07,Modoc,8,66
2015-07,Modoc,9,59
2015-07,Modoc,10,63
2015-07,Modoc,11,62
2015-07,Modoc,12,56
2015-07,Modoc,13,49
2015-07,Modoc,14,51
2015-07,Modoc,15,46
2015-07,Modoc,16,51
2015-07,Modoc,17,61
2015-07,Modoc,18,44
2015-07,Modoc,19,62
2015-07,Modoc,20,31
2015-07,Mono,0,108
2015-07,Mono,1,95
2015-07,Mono,2,105
2015-07,Mono,3,87
2015-07,Mono,4,82
2015-07,Mono,5,73
2015-07,Mono,6,91
2015-07,Mono,7,97
2015-07,Mono,8,86
2015-07,Mono,9,92
2015-07,Mono,10,102
2015-07,Mono,11,83
2015-07,Mono,12,70
2015-07,Mono,13,84
2015-07,Mono,14,82
2015-07,Mono,15,53
2015-07,Mono,16,52
2015-07,Mono,17,82
2015-07,Mono,18,52
2015-07,Mono,19,63
2015-07,Mono,20,49
2015-07,Monterey,0,5502
2015-07,Monterey,1,4942
2015-07,Monterey,2,4754
2015-07,Monterey,3,4824
2015-07,Monterey,4,4921
2015-07,Monterey,5,4816
2015-07,Monterey,6,5006
2015-07,Monterey,7,5213
2015-07,Monterey,8,4940
2015-07,Monterey,9,4717
2015-07,Monterey,10,4458
2015-07,Monterey,11,4284
2015-07,Monterey,12,4093
2015-07,Monterey,13,3889
2015-07,Monterey,14,3674
2015-07,Monterey,15,3567
2015-07,Monterey,16,3378
2015-07,Monterey,17,3342
2015-07,Monterey,18,3257
2015-07,Monterey,19,2757
2015-07,Monterey,20,2662
2015-07,Napa,0,848
2015-07,Napa,1,719
2015-07,Napa,2,697
2015-07,Napa,3,745
2015-07,Napa,4,742
2015-07,Napa,5,748
2015-07,Napa,6,784
2015-07,Napa,7,823
2015-07,Napa,8,841
2015-07,Napa,9,791
2015-07,Napa,10,767
2015-07,Napa,11,729
2015-07,Napa,12,726
2015-07,Napa,13,684
2015-07,Napa,14,670
2015-07,Napa,15,637
2015-07,Napa,16,642
2015-07,Napa,17,608
2015-07,Napa,18,609
2015-07,Napa,19,482
2015-07,Napa,20,450
2015-07,Nevada,0,527
2015-07,Nevada,1,504
2015-07,Nevada,2,521
2015-07,Nevada,3,459
2015-07,Nevada,4,470
2015-07,Nevada,5,467
2015-07,Nevada,6,473
2015-07,Nevada,7,498
2015-07,Nevada,8,489
2015-07,Nevada,9,453
2015-07,Nevada,10,458
2015-07,Nevada,11,421
2015-07,Nevada,12,466
2015-07,Nevada,13,433
2015-07,Nevada,14,444
2015-07,Nevada,15,431
2015-07,Nevada,16,450
2015-07,Nevada,17,410
2015-07,Nevada,18,449
2015-07,Nevada,19,366
2015-07,Nevada,20,284
2015-07,Orange,0,19310
2015-07,Orange,1,18456
2015-07,Orange,2,18046
2015-07,Orange,3,18004
2015-07,Orange,4,18561
2015-07,Orange,5,18932
2015-07,Orange,6,19785
2015-07,Orange,7,21206
2015-07,Orange,8,20554
2015-07,Orange,9,19738
2015-07,Orange,10,19298
2015-07,Orange,11,18783
2015-07,Orange,12,18657
2015-07,Orange,13,18126
2015-07,Orange,14,18456
2015-07,Orange,15,18761
2015-07,Orange,16,17971
2015-07,Orange,17,17945
2015-07,Orange,18,17775
2015-07,Orange,19,14292
2015-07,Orange,20,13547
2015-07,Placer,0,1425
2015-07,Placer,1,1399
2015-07,Placer,2,1342
2015-07,Placer,3,1320
2015-07,Placer,4,1314
2015-07,Placer,5,1332
2015-07,Placer,6,1387
2015-07,Placer,7,1428
2015-07,Placer,8,1522
2015-07,Placer,9,1373
2015-07,Placer,10,1332
2015-07,Placer,11,1283
2015-07,Placer,12,1308
2015-07,Placer,13,1207
2015-07,Placer,14,1235
2015-07,Placer,15,1206
2015-07,Placer,16,1265
2015-07,Placer,17,1144
2015-07,Placer,18,1131
2015-07,Placer,19,935
2015-07,Placer,20,892
2015-07,Plumas,0,116
2015-07,Plumas,1,129
2015-07,Plumas,2,115
2015-07,Plumas,3,96
2015-07,Plumas,4,106
2015-07,Plumas,5,113
2015-07,Plumas,6,101
2015-07,Plumas,7,115
2015-07,Plumas,8,104
2015-07,Plumas,9,93
2015-07,Plumas,10,113
2015-07,Plumas,11,81
2015-07,Plumas,12,103
2015-07,Plumas,13,80
2015-07,Plumas,14,96
2015-07,Plumas,15,87
2015-07,Plumas,16,86
2015-07,Plumas,17,87
2015-07,Plumas,18,65
2015-07,Plumas,19,77
2015-07,Plumas,20,103
2015-07,Riverside,0,21599
2015-07,Riverside,1,20199
2015-07,Riverside,2,19805
2015-07,Riverside,3,19387
2015-07,Riverside,4,20147
2015-07,Riverside,5,19661
2015-07,Riverside,6,20084
2015-07,Riverside,7,21407
2015-07,Riverside,8,21306
2015-07,Riverside,9,20143
2015-07,Riverside,10,19576
2015-07,Riverside,11,19097
2015-07,Riverside,12,19094
2015-07,Riverside,13,18624
2015-07,Riverside,14,18798
2015-07,Riverside,15,18356
2015-07,Riverside,16,18103
2015-07,Riverside,17,17763
2015-07,Riverside,18,17143
2015-07,Riverside,19,14513
2015-07,Riverside,20,13454
2015-07,Sacramento,0,12647
2015-07,Sacramento,1,12552
2015-07,Sacramento,2,12214
2015-07,Sacramento,3,11820
2015-07,Sacramento,4,12030
2015-07,Sacramento,5,11830
2015-07,Sacramento,6,11945
2015-07,Sacramento,7,12251
2015-07,Sacramento,8,12166
2015-07,Sacramento,9,11516
2015-07,Sacramento,10,11024
2015-07,Sacramento,11,10568
2015-07,Sacramento,12,10311
2015-07,Sacramento,13,10192
2015-07,Sacramento,14,9988
2015-07,Sacramento,15,10101
2015-07,Sacramento,16,9512
2015-07,Sacramento,17,9735
2015-07,Sacramento,18,9383
2015-07,Sacramento,19,8496
2015-07,Sacramento,20,8571
2015-07,San Benito,0,505
2015-07,San Benito,1,425
2015-07,San Benito,2,457
2015-07,San Benito,3,432
2015-07,San Benito,4,461
2015-07,San Benito,5,422
2015-07,San Benito,6,458
2015-07,San Benito,7,498
2015-07,San Benito,8,519
2015-07,San Benito,9,487
2015-07,San Benito,10,438
2015-07,San Benito,11,432
2015-07,San Benito,12,409
2015-07,San Benito,13,440
2015-07,San Benito,14,425
2015-07,San Benito,15,392
2015-07,San Benito,16,388
2015-07,San Benito,17,391
2015-07,San Benito,18,359
2015-07,San Benito,19,311
2015-07,San Benito,20,275
2015-07,San Bernardino,0,22501
2015-07,San Bernardino,1,20759
2015-07,San Bernardino,2,20128
2015-07,San Bernardino,3,19836
2015-07,San Bernardino,4,20579
2015-07,San Bernardino,5,20577
2015-07,San Bernardino,6,21128
2015-07,San Bernardino,7,22103
2015-07,San Bernardino,8,21420
2015-07,San Bernardino,9,20713
2015-07,San Bernardino,10,19942
2015-07,San Bernardino,11,19214
2015-07,San Bernardino,12,19272
2015-07,San Bernardino,13,18780
2015-07,San Bernardino,14,18628
2015-07,San Bernardino,15,18453
2015-07,San Bernardino,16,18258
2015-07,San Bernardino,17,18100
2015-07,San Bernardino,18,17835
2015-07,San Bernardino,19,15602
2015-07,San Bernardino,20,14316
2015-07,San Diego,0,21692
2015-07,San Diego,1,19689
2015-07,San Diego,2,19186
2015-07,San Diego,3,19043
2015-07,San Diego,4,19261
2015-07,San Diego,5,19103
2015-07,San Diego,6,19422
2015-07,San Diego,7,20013
2015-07,San Diego,8,19744
2015-07,San Diego,9,18953
2015-07,San Diego,10,18421
2015-07,San Diego,11,17620
2015-07,San Diego,12,17341
2015-07,San Diego,13,16963
2015-07,San Diego,14,17197
2015-07,San Diego,15,17125
2015-07,San Diego,16,16809
2015-07,San Diego,17,16643
2015-07,San Diego,18,16284
2015-07,San Diego,19,13482
2015-07,San Diego,20,12686
2015-07,San Francisco,0,3311
2015-07,San Francisco,1,3029
2015-07,San Francisco,2,3072
2015-07,San Francisco,3,2831
2015-07,San Francisco,4,2881
2015-07,San Francisco,5,2739
2015-07,San Francisco,6,2963
2015-07,San Francisco,7,2965
2015-07,San Francisco,8,2899
2015-07,San Francisco,9,2701
2015-07,San Francisco,10,2754
2015-07,San Francisco,11,2579
2015-07,San Francisco,12,2589
2015-07,San Francisco,13,2500
2015-07,San Francisco,14,2701
2015-07,San Francisco,15,2588
2015-07,San Francisco,16,2685
2015-07,San Francisco,17,2645
2015-07,San Francisco,18,2924
2015-07,San Francisco,19,2404
2015-07,San Francisco,20,2462
2015-07,San Joaquin,0,7486
2015-07,San Joaquin,1,6889
2015-07,San Joaquin,2,7058
2015-07,San Joaquin,3,6797
2015-07,San Joaquin,4,7122
2015-07,San Joaquin,5,7206
2015-07,San Joaquin,6,7146
2015-07,San Joaquin,7,7387
2015-07,San Joaquin,8,7488
2015-07,San Joaquin,9,7161
2015-07,San Joaquin,10,6851
2015-07,San Joaquin,11,6475
2015-07,San Joaquin,12,6307
2015-07,San Joaquin,13,6176
2015-07,San Joaquin,14,6281
2015-07,San Joaquin,15,5928
2015-07,San Joaquin,16,5761
2015-07,San Joaquin,17,5729
2015-07,San Joaquin,18,5522
2015-07,San Joaquin,19,4764
2015-07,San Joaquin,20,4676
2015-07,San Luis Obispo,0,1420
2015-07,San Luis Obispo,1,1336
2015-07,San Luis Obispo,2,1361
2015-07,San Luis Obispo,3,1365
2015-07,San Luis Obispo,4,1336
2015-07,San Luis Obispo,5,1421
2015-07,San Luis Obispo,6,1349
2015-07,San Luis Obispo,7,1443
2015-07,San Luis Obispo,8,1449
2015-07,San Luis Obispo,9,1383
2015-07,San Luis Obispo,10,1331
2015-07,San Luis Obispo,11,1318
2015-07,San Luis Obispo,12,1250
2015-07,San Luis Obispo,13,1141
2015-07,San Luis Obispo,14,1182
2015-07,San Luis Obispo,15,1119
2015-07,San Luis Obispo,16,1156
2015-07,San Luis Obispo,17,1099
2015-07,San Luis Obispo,18,1106
2015-07,San Luis Obispo,19,952
2015-07,San Luis Obispo,20,897
2015-07,San Mateo,0,3175
2015-07,San Mateo,1,2988
2015-07,San Mateo,2,2987
2015-07,San Mateo,3,3093
2015-07,San Mateo,4,2951
2015-07,San Mateo,5,2991
2015-07,San Mateo,6,3071
2015-07,San Mateo,7,3272
2015-07,San Mateo,8,3187
2015-07,San Mateo,9,2919
2015-07,San Mateo,10,2838
2015-07,San Mateo,11,2753
2015-07,San Mateo,12,2835
2015-07,San Mateo,13,2771
2015-07,San Mateo,14,2689
2015-07,San Mateo,15,2708
2015-07,San Mateo,16,2655
2015-07,San Mateo,17,2640
2015-07,San Mateo,18,2672
2015-07,San Mateo,19,2190
2015-07,San Mateo,20,2087
2015-07,Santa Barbara,0,4406
2015-07,Santa Barbara,1,3850
2015-07,Santa Barbara,2,3691
2015-07,Santa Barbara,3,3643
2015-07,Santa Barbara,4,3747
2015-07,Santa Barbara,5,3662
2015-07,Santa Barbara,6,3840
2015-07,Santa Barbara,7,3906
2015-07,Santa Barbara,8,3830
2015-07,Santa Barbara,9,3622
2015-07,Santa Barbara,10,3498
2015-07,Santa Barbara,11,3209
2015-07,Santa Barbara,12,3009
2015-07,Santa Barbara,13,2900
2015-07,Santa Barbara,14,2876
2015-07,Santa Barbara,15,2829
2015-07,Santa Barbara,16,2733
2015-07,Santa Barbara,17,2714
2015-07,Santa Barbara,18,2460
2015-07,Santa Barbara,19,2095
2015-07,Santa Barbara,20,2051
2015-07,Santa Clara,0,8770
2015-07,Santa Clara,1,8211
2015-07,Santa Clara,2,8374
2015-07,Santa Clara,3,8137
2015-07,Santa Clara,4,8265
2015-07,Santa Clara,5,8426
2015-07,Santa Clara,6,8833
2015-07,Santa Clara,7,9255
2015-07,Santa Clara,8,9084
2015-07,Santa Clara,9,8781
2015-07,Santa Clara,10,8211
2015-07,Santa Clara,11,8316
2015-07,Santa Clara,12,8281
2015-07,Santa Clara,13,8328
2015-07,Santa Clara,14,8140
2015-07,Santa Clara,15,7827
2015-07,Santa Clara,16,7600
2015-07,Santa Clara,17,7670
2015-07,Santa Clara,18,7441
2015-07,Santa Clara,19,6370
2015-07,Santa Clara,20,6109
2015-07,Santa Cruz,0,1942
2015-07,Santa Cruz,1,1710
2015-07,Santa Cruz,2,1754
2015-07,Santa Cruz,3,1710
2015-07,Santa Cruz,4,1724
2015-07,Santa Cruz,5,1726
2015-07,Santa Cruz,6,1758
2015-07,Santa Cruz,7,1898
2015-07,Santa Cruz,8,1886
2015-07,Santa Cruz,9,1746
2015-07,Santa Cruz,10,1656
2015-07,Santa Cruz,11,1646
2015-07,Santa Cruz,12,1565
2015-07,Santa Cruz,13,1528
2015-07,Santa Cruz,14,1427
2015-07,Santa Cruz,15,1396
2015-07,Santa Cruz,16,1376
2015-07,Santa Cruz,17,1419
2015-07,Santa Cruz,18,1375
2015-07,Santa Cruz,19,1101
2015-07,Santa Cruz,20,1098
2015-07,Shasta,0,1621
2015-07,Shasta,1,1505
2015-07,Shasta,2,1367
2015-07,Shasta,3,1298
2015-07,Shasta,4,1375
2015-07,Shasta,5,1327
2015-07,Shasta,6,1313
2015-07,Shasta,7,1448
2015-07,Shasta,8,1341
2015-07,Shasta,9,1231
2015-07,Shasta,10,1174
2015-07,Shasta,11,1143
2015-07,Shasta,12,1168
2015-07,Shasta,13,1128
2015-07,Shasta,14,1136
2015-07,Shasta,15,1053
2015-07,Shasta,16,1179
2015-07,Shasta,17,1069
2015-07,Shasta,18,1130
2015-07,Shasta,19,986
2015-07,Shasta,20,915
2015-07,Sierra,0,18
2015-07,Sierra,1,
2015-07,Sierra,2,19
2015-07,Sierra,3,13
2015-07,Sierra,4,14
2015-07,Sierra,5,16
2015-07,Sierra,6,13
2015-07,Sierra,7,11
2015-07,Sierra,8,13
2015-07,Sierra,9,12
2015-07,Sierra,10,
2015-07,Sierra,11,12
2015-07,Sierra,12,16
2015-07,Sierra,13,16
2015-07,Sierra,14,
2015-07,Sierra,15,11
2015-07,Sierra,16,
2015-07,Sierra,17,11
2015-07,Sierra,18,18
2015-07,Sierra,19,15
2015-07,Sierra,20,
2015-07,Siskiyou,0,347
2015-07,Siskiyou,1,361
2015-07,Siskiyou,2,357
2015-07,Siskiyou,3,366
2015-07,Siskiyou,4,335
2015-07,Siskiyou,5,336
2015-07,Siskiyou,6,356
2015-07,Siskiyou,7,342
2015-07,Siskiyou,8,343
2015-07,Siskiyou,9,334
2015-07,Siskiyou,10,332
2015-07,Siskiyou,11,313
2015-07,Siskiyou,12,274
2015-07,Siskiyou,13,269
2015-07,Siskiyou,14,279
2015-07,Siskiyou,15,290
2015-07,Siskiyou,16,293
2015-07,Siskiyou,17,293
2015-07,Siskiyou,18,265
2015-07,Siskiyou,19,223
2015-07,Siskiyou,20,215
2015-07,Solano,0,2796
2015-07,Solano,1,2607
